#{"t_start": 1750701228.3349602, "env_id": "None"}
r,l,t
-30.149952,300,2857.025281
-30.148735,300,2857.025298
-30.149698,300,2857.025308
-30.14921,300,2869.448789
-30.149227,300,2869.448906
-30.148983,300,2869.448924
-30.148695,300,2869.448934
-30.148989,300,2881.867542
-30.149311,300,2881.867684
-30.147394,300,2881.867698
-30.145039,300,2881.867708
-30.149757,300,2894.408541
-30.149895,300,2894.40887
-30.149984,300,2894.40998
-30.149897,300,2894.409995
-30.14984,300,2907.134802
-30.149902,300,2907.13491
-30.149652,300,2907.134934
-30.149933,300,2907.134944
-30.149363,300,2919.691819
-30.14989,300,2919.692033
-30.14942,300,2919.693325
-30.149887,300,2919.694292
-30.149746,300,2932.349643
-30.149689,300,2932.349874
-30.149746,300,2932.351069
-30.1497,300,2932.351085
-30.147018,300,2945.042569
-30.149664,300,2945.042659
-30.149874,300,2945.042674
-30.149902,300,2945.042684
-30.149786,300,2957.808912
-30.149977,300,2957.809096
-30.149834,300,2957.809114
-30.149937,300,2957.809124
-30.149761,300,2973.054111
-30.148642,300,2973.05426
-30.149921,300,2973.054276
-30.149908,300,2973.054286
-30.149538,300,2986.627066
-30.148987,300,2986.627162
-30.149605,300,2986.627186
-30.14986,300,2986.627195
-30.149757,300,2999.481297
-30.149353,300,2999.481421
-30.149675,300,2999.481442
-30.149004,300,2999.481452
-30.149649,300,3012.364731
-30.147863,300,3012.364829
-30.149658,300,3012.364844
-30.14788,300,3012.364854
-30.149752,300,3024.931107
-30.149868,300,3024.931184
-30.149767,300,3024.931198
-30.149872,300,3024.931207
-30.148203,300,3037.409026
-30.149418,300,3037.409103
-30.148209,300,3037.409117
-30.14986,300,3037.409126
-30.149754,300,3050.122703
-30.148994,300,3050.122797
-30.149872,300,3050.122813
-30.149672,300,3050.122824
-30.149591,300,3063.045874
-30.150057,300,3063.045981
-30.149649,300,3063.045996
-30.149649,300,3063.046006
-30.149729,300,3075.981919
-30.149893,300,3075.982001
-30.14978,300,3075.982015
-30.14904,300,3075.982025
-30.14972,300,3088.701576
-30.149986,300,3088.701691
-30.14991,300,3088.701707
-30.149605,300,3088.701734
-30.14928,300,3101.284228
-30.14941,300,3101.284324
-30.149578,300,3101.284339
-30.149029,300,3101.284349
-30.14894,300,3113.485458
-30.149353,300,3113.485566
-30.149876,300,3113.485583
-30.149881,300,3113.485593
-30.147402,300,3126.346974
-30.149872,300,3126.34707
-30.149761,300,3126.347086
-30.14969,300,3126.347097
-30.149601,300,3139.404752
-30.15005,300,3139.404869
-30.148294,300,3139.404886
-30.149382,300,3139.404913
-30.149853,300,3152.672357
-30.149975,300,3152.672486
-30.149342,300,3152.672503
-30.1494,300,3152.672533
-30.149761,300,3164.71577
-30.148827,300,3164.715853
-30.149872,300,3164.715868
-30.14897,300,3164.715877
-30.149109,300,3177.867738
-30.149921,300,3177.867861
-30.149666,300,3177.867877
-30.14964,300,3177.867887
-30.149122,300,3193.418439
-30.148998,300,3193.418561
-30.14988,300,3193.418576
